iid,id,idg,partner,pid,wave,round,position,positin1,order,condtn,undergrd,zipcode,career,from,field,gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr,sinc,intel,fun,amb,shar,like,prob,met,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,dec,dec_o,int_corr,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
8186,451,4,254,238,4,2,8,7,13,1,Other,14946,Science,TX,Arts,0,36,42,2,4,0,6,2,3,1,6,14,22926,1385,54815,6,3,24,86,97,33,0,87,5,6,4,4,6,3,7,6,4,2,1,3,2,1,4,6,8,2,1,5,1,2,0,1,-0.06993580807359057,1,6,10,8,7,6,6,10,1,3,10,8,4,4,2,8,1,0
8187,234,46,95,264,4,11,8,16,2,2,Columbia,10620,Business,Other,Arts,1,27,43,3,1,0,4,1,3,7,4,9,136527,948,33401,5,2,36,85,57,63,17,14,1,8,1,7,9,7,6,7,3,2,5,6,4,2,5,1,10,6,7,5,1,2,0,0,-0.2893897525034448,10,9,2,5,8,5,2,10,3,10,3,2,7,10,9,10,6,0
8188,264,136,133,208,20,6,16,7,1,2,Other,15886,Arts,NY,Business,1,44,25,5,2,0,8,5,4,2,1,2,119578,1594,46882,6,5,7,15,57,26,37,40,8,6,2,2,10,1,6,4,5,2,3,2,2,1,1,6,7,2,6,7,5,3,0,0,0.060891845358335805,4,10,10,4,10,5,2,2,4,4,6,9,10,9,9,3,2,0
8189,398,147,161,408,16,1,12,11,14,2,NYU,13124,Business,TX,Medicine,1,42,37,1,1,1,2,4,4,4,13,15,147012,1150,58335,3,5,12,61,27,35,43,93,1,4,8,8,1,1,1,1,4,7,1,5,4,1,6,1,6,3,6,3,1,2,0,1,0.07330145767889151,7,7,8,10,1,3,9,9,7,1,8,2,7,9,10,10,9,0
8190,14,144,499,378,16,3,13,7,9,1,Columbia,12829,Arts,NY,Arts,0,19,29,6,2,0,3,3,6,6,12,8,119931,1349,59836,6,8,18,7,98,33,29,66,6,6,4,7,10,10,5,8,10,9,9,10,6,2,10,5,8,10,9,8,10,6,1,1,-0.5767617422598774,5,9,10,1,4,1,7,7,7,8,7,4,3,7,1,3,9,1
8191,155,213,84,451,12,3,10,12,2,1,Other,16406,Science,CA,Medicine,1,21,18,3,4,0,9,3,2,2,6,10,71988,1096,13875,7,5,80,39,11,83,63,91,5,4,6,1,6,1,3,9,5,6,4,1,5,2,5,2,1,3,3,3,2,2,1,0,-0.43362654241857457,1,10,6,4,9,7,8,7,8,3,8,6,6,1,10,3,9,0
8192,462,115,474,420,20,11,4,11,8,2,Columbia,16972,Business,NY,Medicine,1,41,27,2,3,0,1,2,2,1,3,9,132050,1175,13548,4,3,92,89,22,99,50,16,10,3,9,8,2,7,6,7,4,3,4,5,4,1,5,1,4,6,3,6,4,3,0,0,0.08547921749261156,10,1,5,7,7,2,5,3,2,10,9,1,8,6,4,7,8,0
8193,439,255,11,3,11,13,1,6,6,2,Other,18639,Medicine,FL,Business,0,23,21,1,2,0,4,2,7,1,8,11,55861,1335,30205,7,2,43,30,96,78,95,85,10,4,8,1,7,2,5,1,7,7,4,6,4,1,3,2,6,2,1,3,1,2,0,0,-0.5997738001164976,5,5,8,6,5,9,8,8,5,8,3,2,1,3,3,8,7,0
8194,47,222,389,122,18,13,15,18,12,1,Columbia,14082,Science,TX,Business,1,24,32,3,5,0,10,6,7,4,18,10,105011,929,56040,5,2,0,36,15,75,78,78,7,1,2,1,3,4,1,9,3,3,7,2,4,2,1,3,1,6,4,6,5,2,0,0,-0.3929101062084597,3,6,8,10,1,9,8,9,10,9,10,1,5,6,4,5,5,0
8195,140,254,372,65,17,14,5,16,13,2,Columbia,19210,Medicine,NY,Other,1,33,36,6,5,0,10,3,2,7,4,11,65812,877,27523,3,8,47,85,77,53,58,76,8,9,4,10,7,4,1,5,7,4,1,6,2,1,3,7,2,1,2,7,2,1,0,1,0.4614664935533601,8,1,5,2,1,6,4,2,6,9,3,8,8,4,6,3,8,0
8196,231,143,487,354,8,9,16,12,4,1,Other,10341,Law,FL,Medicine,0,24,23,2,2,1,8,4,1,3,13,6,88753,1350,53662,5,9,36,36,33,41,49,99,4,3,4,4,8,4,4,4,4,7,6,5,4,2,6,5,4,1,2,5,2,1,0,0,0.9404122727688016,6,8,9,9,9,5,7,10,2,3,4,5,7,3,8,3,3,0
8197,107,171,145,318,20,4,14,17,4,2,NYU,16007,Law,FL,Science,1,35,44,3,3,1,9,3,5,1,15,13,140583,1566,22796,1,3,41,60,52,10,11,56,5,7,1,9,6,6,1,5,3,6,1,1,4,1,2,4,10,5,7,5,2,3,1,0,0.697399108980103,2,3,7,8,6,6,8,4,4,6,9,6,2,8,2,5,8,0
8198,162,96,184,479,15,12,3,15,3,1,Columbia,10399,Other,NY,Medicine,1,37,22,4,6,0,3,5,2,5,1,11,52507,1587,53381,5,6,53,18,100,40,85,51,2,9,8,5,10,4,7,1,6,3,2,4,5,2,2,2,8,4,7,2,5,1,0,0,-0.1614744007668485,4,7,10,7,9,6,10,2,7,3,10,5,4,5,7,10,1,0
8199,403,229,154,26,16,12,10,18,5,1,NYU,19074,Science,FL,Arts,1,43,22,3,4,0,3,4,1,2,14,16,126818,1048,53296,3,7,26,45,95,3,73,68,10,10,3,8,1,6,3,10,6,6,2,5,5,1,1,3,3,2,7,1,2,1,0,0,-0.0089987411517356,5,8,9,1,2,1,1,3,5,4,9,6,2,9,10,9,1,0
8200,254,129,442,232,19,13,18,12,12,1,Other,11777,Medicine,CA,Law,0,43,35,3,1,0,1,3,1,5,6,17,61409,1550,10040,7,7,75,10,2,62,80,34,2,9,5,8,3,3,5,8,6,4,3,1,1,2,6,3,2,2,4,3,1,2,0,0,-0.8255653216310026,9,2,7,8,9,7,6,9,1,4,8,7,7,8,8,7,3,0
8201,184,232,328,213,1,12,5,10,8,1,NYU,18959,Law,FL,Business,1,39,20,6,6,1,10,3,7,2,17,11,140843,1251,27930,7,1,89,59,76,11,1,54,4,1,4,7,4,7,5,2,2,6,1,3,2,1,3,7,5,3,3,1,3,2,0,0,-0.9260313729216854,4,4,6,10,3,1,10,2,1,9,3,9,9,4,9,6,4,0
8202,484,226,74,45,17,11,15,18,5,1,NYU,11711,Other,FL,Science,1,36,44,4,4,1,2,1,4,3,7,2,139627,1492,42190,1,3,4,0,99,84,87,38,6,7,6,4,5,4,6,5,6,4,2,4,3,1,4,1,3,2,6,2,3,2,1,0,-0.6723029627675992,8,6,4,10,6,4,4,4,5,6,3,5,7,2,7,1,6,0
8203,377,29,87,434,11,12,10,18,1,2,Columbia,13836,Science,TX,Other,0,26,39,2,3,0,5,5,4,3,4,13,64340,1549,29612,9,4,15,70,82,92,80,18,3,6,10,6,7,7,2,7,7,4,4,4,5,2,1,6,2,3,1,2,2,3,1,1,-0.3960236121460219,5,8,8,3,4,9,4,2,4,8,8,7,1,1,7,5,6,0
8204,438,167,4,343,17,2,16,19,7,1,NYU,14605,Arts,Other,Arts,0,37,19,2,6,0,1,3,2,5,10,2,119734,1083,34346,2,5,0,19,43,78,1,7,1,8,1,1,8,5,2,10,4,3,2,3,2,1,4,5,4,6,4,7,5,3,0,0,-0.5272057140747615,3,10,4,4,7,10,9,6,4,6,6,1,2,6,2,8,2,0
8205,12,48,23,295,11,7,7,19,2,2,Columbia,17062,Arts,NY,Other,1,27,21,5,4,0,7,5,4,3,4,3,70484,936,23031,5,6,90,18,84,64,76,3,3,1,1,2,1,6,1,4,2,7,2,1,2,1,6,2,5,6,2,3,1,4,0,0,-0.3913676487533111,9,4,8,7,10,9,5,4,2,5,5,8,1,7,1,9,8,0
8206,302,240,132,382,1,1,17,8,13,1,Columbia,17537,Law,CA,Medicine,1,30,35,2,5,0,4,2,4,1,14,3,120141,1456,30592,3,9,37,1,7,3,10,83,9,3,1,10,9,5,4,1,5,5,1,2,2,1,4,5,1,5,2,6,4,2,1,1,-0.2186330402921004,4,1,9,5,6,7,8,6,9,3,1,3,10,3,2,7,3,0
8207,385,109,342,233,4,13,1,8,3,2,NYU,14293,Medicine,FL,Arts,1,35,26,5,2,0,7,5,5,5,11,9,117228,1483,49938,5,4,77,57,29,31,74,86,10,10,7,7,2,4,1,2,4,6,7,3,5,1,6,5,10,4,2,4,2,2,0,0,0.6419156856202914,1,4,3,8,7,2,9,6,5,2,4,10,4,9,9,1,4,0
8208,105,144,341,227,5,9,4,6,8,1,Columbia,14548,Business,CA,Law,1,33,36,2,2,1,5,5,4,3,10,14,74855,1339,21944,3,1,18,12,2,72,48,30,7,8,8,10,5,7,5,1,6,6,5,6,2,1,1,3,8,3,2,6,1,4,0,0,0.8479264723737463,3,1,3,9,2,1,1,5,9,3,3,8,5,1,1,4,7,0
8209,447,158,363,334,9,8,1,12,13,1,Columbia,12822,Law,Other,Other,0,39,43,6,1,0,8,6,6,1,2,14,38289,1538,31661,8,1,93,94,58,45,24,66,8,2,8,7,9,7,4,1,5,4,5,3,4,2,6,2,8,2,1,2,4,1,0,0,0.1960728769318758,9,4,5,7,10,9,10,8,6,1,3,3,6,4,2,10,2,0
8210,162,87,336,47,21,6,11,6,10,1,Other,12513,Medicine,CA,Medicine,1,34,27,6,3,0,2,2,3,7,14,9,149316,1357,17027,9,1,45,6,40,23,67,74,1,1,4,3,9,3,7,7,5,4,2,5,3,2,6,3,8,3,1,6,3,2,0,0,-0.32572364928559394,9,4,10,3,5,4,10,7,1,10,4,7,1,2,10,1,10,0
8211,166,20,261,165,4,1,17,7,13,1,NYU,13327,Science,TX,Arts,0,39,39,3,5,0,4,4,5,5,6,6,147509,1201,37776,3,8,82,91,74,20,90,14,9,3,4,2,8,3,6,5,4,6,3,5,3,2,1,7,1,5,1,4,5,2,0,0,-0.9241933677045187,5,8,5,1,10,10,10,7,2,10,4,2,6,10,3,3,2,0
8212,17,241,227,494,12,8,16,13,14,2,NYU,10786,Other,TX,Arts,0,30,32,6,3,0,1,4,1,2,9,9,136819,862,11717,10,9,76,73,61,26,6,76,3,8,5,4,2,4,6,1,2,2,2,2,3,1,1,3,10,2,1,5,1,2,1,1,-0.2435734653281012,5,10,4,3,9,4,4,3,6,4,1,10,1,10,3,2,2,0
8213,482,2,385,394,11,13,13,8,6,1,NYU,14135,Business,Other,Other,1,29,18,3,4,0,10,6,2,2,14,15,75648,1169,38719,1,5,63,15,0,85,44,70,5,10,3,3,5,5,6,4,5,7,7,6,3,2,4,2,9,5,7,6,3,3,0,0,0.2858851677372367,8,4,2,5,4,7,5,10,7,6,8,7,5,2,2,1,5,0
8214,250,190,165,127,19,5,14,17,5,2,NYU,15766,Other,FL,Business,1,27,28,1,2,0,1,2,1,4,6,9,33184,843,38939,6,4,24,47,42,0,90,5,10,5,10,9,6,4,5,9,1,1,4,6,3,1,3,4,2,4,7,6,5,3,0,1,-0.5570017918593184,6,10,1,5,9,8,9,1,7,7,10,1,7,1,6,10,5,0
8215,334,285,264,381,11,11,5,11,3,2,NYU,18262,Business,Other,Arts,0,18,31,1,4,0,2,1,4,3,16,5,117648,1221,44007,9,5,35,0,76,5,66,85,5,3,3,5,7,2,6,3,7,6,4,6,5,2,6,1,5,1,5,1,2,3,0,0,0.9525188696298041,8,4,7,10,8,5,6,5,2,7,10,6,4,4,1,6,2,0
8216,188,61,332,424,11,11,9,15,12,2,Other,17913,Other,NY,Science,0,25,27,2,6,0,5,6,1,7,3,3,48037,1476,20109,5,3,95,44,46,34,45,44,2,10,2,2,4,2,2,10,5,4,2,1,3,2,1,4,2,1,2,5,5,3,0,1,-0.3416063151393589,4,1,1,9,2,3,7,4,8,8,4,8,1,3,4,7,3,0
8217,416,177,312,280,21,9,1,19,2,1,NYU,15284,Arts,NY,Law,1,38,36,2,2,1,2,3,5,2,11,5,51793,807,17882,8,7,94,18,34,3,62,97,8,7,6,7,4,3,1,8,2,1,3,1,1,2,6,2,10,3,5,5,4,2,0,0,-0.3624766560014554,3,8,6,3,3,10,4,2,9,3,1,2,6,1,3,6,3,0
8218,268,289,66,347,2,10,7,8,13,1,Columbia,19384,Arts,Other,Arts,0,39,41,1,4,0,3,1,3,4,11,15,137338,999,36701,7,9,30,47,5,88,9,6,9,9,6,9,8,4,5,10,5,3,4,6,3,1,5,7,8,5,3,7,2,1,0,0,-0.6725253228484707,9,4,1,3,6,4,6,9,4,1,10,9,5,5,2,6,8,0
8219,211,221,135,109,7,11,5,3,9,2,Other,15583,Other,Other,Medicine,1,35,38,5,5,1,10,6,6,5,9,12,64406,892,37364,3,7,3,95,28,62,69,93,2,10,3,9,5,4,4,3,4,3,3,4,4,2,1,5,8,6,4,4,3,3,0,0,0.6085692361378712,10,1,7,10,4,2,10,1,8,3,1,4,1,7,5,5,2,0
8220,397,93,459,149,14,13,7,2,1,2,Columbia,15664,Arts,TX,Science,1,19,33,1,4,0,3,5,2,6,8,1,81817,1245,39621,1,6,38,24,14,8,91,61,6,3,3,6,4,4,7,5,1,2,4,1,3,1,4,1,6,3,4,1,5,1,0,0,-0.9269848486918844,6,9,8,3,3,2,1,4,9,1,4,2,2,7,8,5,2,0
8221,227,40,191,452,12,1,2,7,13,2,NYU,19205,Other,FL,Arts,0,33,25,6,3,0,7,1,4,6,15,15,109870,1391,24590,7,7,71,97,7,14,64,52,8,8,5,1,4,2,5,4,2,1,1,4,1,1,5,3,7,3,2,7,4,3,0,0,-0.6801938057673074,6,3,6,1,2,10,1,2,6,4,4,6,5,2,5,8,6,0
8222,438,178,171,56,7,3,10,13,13,2,Other,11252,Other,Other,Other,0,29,19,5,6,0,7,4,7,6,17,10,111004,849,19880,5,9,93,100,29,71,65,63,5,7,7,3,4,2,5,8,6,7,2,4,4,1,2,2,2,1,3,4,5,2,0,0,-0.4923695318414034,3,6,5,9,4,3,5,5,8,10,5,9,4,5,5,2,2,0
8223,17,136,306,179,21,6,3,3,14,1,Other,10860,Medicine,CA,Other,1,26,40,2,2,1,7,5,7,4,2,7,133334,1260,57837,9,3,9,22,24,56,65,73,1,10,3,10,8,2,5,4,7,6,3,3,3,1,1,2,3,5,7,7,5,4,1,0,0.3820720649589242,4,2,4,8,5,5,10,9,6,1,8,3,5,5,10,7,5,0
8224,113,291,51,20,1,14,17,11,8,2,Columbia,15625,Law,NY,Science,0,20,42,2,4,0,1,5,6,2,4,14,100347,1432,34825,7,4,1,11,14,32,19,63,6,7,10,8,8,1,5,5,7,5,3,1,3,1,1,5,2,3,7,5,1,3,0,0,0.6728221906423211,9,3,8,8,10,4,1,3,4,1,2,2,6,2,2,9,5,0
8225,24,295,240,296,4,13,10,1,10,1,Other,18853,Other,FL,Medicine,1,39,24,5,3,0,2,2,6,5,9,13,65733,919,35594,10,9,54,11,19,25,66,8,1,1,10,10,9,9,7,7,8,4,6,9,10,1,8,8,8,9,3,5,10,10,1,1,-0.8593150243225396,4,2,5,3,5,9,1,8,2,8,7,8,6,1,1,6,1,1
8226,474,250,311,431,6,6,2,2,12,1,Other,17689,Other,CA,Other,1,43,36,6,6,1,1,4,7,4,16,10,87765,1032,24561,2,4,99,49,93,69,100,100,7,2,4,6,10,4,3,10,2,6,2,2,5,1,3,2,7,2,7,4,5,1,0,1,0.17093182312665367,4,6,3,7,4,1,3,1,5,10,4,9,8,6,7,1,2,0
8227,124,256,153,361,16,4,10,7,5,2,Other,18129,Arts,FL,Other,1,38,24,3,2,0,10,1,2,1,18,3,91599,1200,46990,1,4,24,12,35,21,12,39,3,4,3,2,1,7,4,4,7,3,7,1,4,1,2,1,10,5,3,1,3,1,1,1,0.7966859476323216,9,2,9,8,6,8,1,7,9,8,7,2,1,1,10,10,7,0
8228,486,45,412,190,2,12,4,16,13,1,NYU,10899,Law,FL,Medicine,0,21,32,2,1,0,5,3,6,1,8,15,34759,1373,25456,1,6,69,67,18,91,77,59,5,10,4,6,1,7,8,10,10,4,8,10,10,2,8,8,10,10,4,7,10,10,1,1,-0.3174519115447898,1,9,9,1,7,7,2,4,1,6,4,4,6,10,1,5,4,1
8229,413,63,15,51,12,4,15,6,10,1,Columbia,19825,Medicine,CA,Arts,1,43,25,5,3,0,10,1,7,5,16,4,75006,1413,29318,9,5,62,7,42,68,83,97,9,8,5,3,3,3,2,1,6,7,1,4,4,2,6,6,3,3,2,7,1,4,1,0,-0.3145650917387375,5,4,4,8,7,7,6,9,1,2,7,2,9,8,3,10,8,0
8230,439,25,173,495,11,7,14,3,7,1,Other,10158,Medicine,NY,Business,1,19,31,2,6,0,2,2,7,7,17,4,105501,1062,27617,9,7,68,51,2,88,46,78,6,2,2,2,4,1,3,1,3,1,2,6,3,2,6,2,3,3,1,3,5,4,0,0,-0.04042311189056047,10,10,3,9,7,10,10,1,3,10,9,9,6,9,1,5,8,0
8231,469,289,177,179,6,13,9,4,7,2,Other,12229,Business,FL,Arts,1,25,18,4,3,0,2,3,4,1,4,13,90506,1071,29418,8,9,73,45,73,15,46,51,4,4,2,10,7,2,5,6,5,1,4,6,1,2,1,3,10,5,1,2,2,4,1,0,-0.2795441112365169,6,4,4,9,2,2,1,3,2,4,4,9,2,6,7,8,6,0
8232,335,298,106,497,17,12,1,18,11,2,Columbia,12810,Medicine,Other,Business,1,27,30,4,6,0,1,5,2,3,12,1,100584,1206,59045,1,7,14,35,87,86,12,89,9,6,4,6,5,2,1,2,7,7,7,1,2,2,4,3,6,5,1,3,5,1,0,0,0.09613368604211181,10,10,1,1,5,1,10,7,1,1,1,8,8,1,6,6,4,0
8233,440,261,311,185,16,5,8,9,10,1,Columbia,13957,Other,NY,Science,1,33,20,2,6,0,3,6,1,7,12,5,92190,985,41773,5,2,15,95,1,47,42,35,3,1,8,6,7,6,7,8,5,1,5,1,1,2,3,7,5,1,2,7,4,1,0,0,0.08266877124373462,9,8,6,1,4,6,4,2,3,3,8,7,10,3,4,8,10,0
8234,486,149,225,221,13,6,19,6,14,2,Columbia,10704,Arts,FL,Medicine,1,40,38,4,1,0,2,2,5,4,11,5,87524,1405,32063,10,2,96,24,15,95,76,16,5,6,1,5,2,4,1,10,7,1,3,1,3,2,5,2,3,3,5,1,3,3,0,0,0.28035121980438604,6,2,8,9,3,8,2,10,8,9,7,1,8,10,1,4,8,0
8235,364,85,162,170,14,6,4,2,2,1,Other,11492,Medicine,FL,Science,1,28,23,6,6,1,2,4,5,4,12,16,144334,1452,37079,8,6,38,14,32,65,14,68,8,6,9,10,4,6,10,7,9,8,8,7,6,1,6,9,7,10,8,9,8,7,1,1,-0.9535182556072002,10,6,5,2,9,3,6,3,10,10,5,7,10,7,5,6,2,1
8236,193,145,320,462,8,12,10,2,9,1,NYU,12257,Arts,FL,Science,1,35,36,6,3,0,3,6,4,6,5,7,148514,1268,59221,10,5,92,45,28,77,31,74,9,10,2,2,4,1,2,4,6,3,1,6,3,2,6,7,4,2,6,7,2,1,0,0,-0.04397210713461441,2,8,7,1,5,5,9,9,1,8,8,6,1,3,7,3,4,0
8237,499,162,196,46,9,8,12,18,3,2,Columbia,10316,Medicine,TX,Other,1,39,32,4,5,0,4,6,6,7,11,7,56801,1573,30533,7,4,100,46,4,84,69,63,8,9,9,1,8,2,3,7,2,5,6,4,5,2,2,5,5,6,2,1,3,2,0,0,-0.09062582479681236,10,2,9,7,4,6,10,8,1,10,7,8,7,5,2,3,7,0
8238,45,253,16,387,14,11,11,16,10,1,NYU,10178,Arts,TX,Science,1,31,21,6,2,0,2,6,3,2,1,8,120865,926,25983,7,7,53,87,74,67,59,1,5,5,8,3,3,2,3,6,2,5,4,3,5,1,1,7,7,4,1,4,1,3,0,0,-0.9928451232847957,5,10,6,2,5,1,6,2,10,4,6,2,8,4,7,4,8,0
8239,31,192,267,154,4,2,15,4,8,1,NYU,17323,Arts,CA,Medicine,1,25,38,2,3,0,3,5,6,6,13,1,136056,1352,38210,6,6,96,80,4,18,92,67,2,10,8,2,4,7,2,10,6,5,2,2,5,2,5,4,1,4,3,4,4,4,0,0,-0.6793361960417106,4,5,2,8,2,5,1,6,10,2,4,3,10,5,9,10,7,0
8240,257,64,190,182,8,4,17,6,2,1,Columbia,10779,Science,TX,Other,0,40,20,2,6,0,4,3,5,7,5,7,87021,882,58638,9,6,92,61,47,12,79,59,8,8,10,3,4,7,3,6,1,4,7,1,2,2,1,7,1,3,6,7,1,2,1,1,0.12756238870085457,10,7,10,9,4,6,2,8,7,8,1,2,5,7,9,5,5,0
8241,242,52,73,21,9,1,11,19,11,2,NYU,15681,Business,TX,Business,1,32,21,4,3,0,5,4,7,7,8,13,124743,884,44823,7,8,70,52,1,96,89,32,6,3,6,2,10,3,2,1,4,2,4,1,5,1,3,6,5,2,3,2,4,4,0,0,-0.5546228595216882,8,3,6,7,1,3,3,4,7,4,4,4,1,3,7,9,7,0
8242,66,247,369,336,20,12,6,3,8,2,NYU,12136,Business,TX,Other,1,34,22,6,5,0,2,3,1,5,6,2,119365,1122,20603,1,2,67,78,21,24,68,5,7,4,6,3,10,3,4,2,3,2,5,6,2,1,4,3,1,2,2,4,4,4,0,0,-0.1522780408639277,5,1,1,6,9,2,5,1,8,6,7,10,1,6,5,8,9,0
8243,194,231,124,194,7,9,7,5,11,1,NYU,18478,Business,NY,Arts,1,38,35,4,1,0,4,5,4,5,15,7,89815,893,58896,5,9,100,14,25,99,57,90,3,2,9,9,3,2,7,5,1,1,5,1,5,1,1,5,9,4,5,4,5,3,0,0,-0.5305936298777214,4,7,7,10,4,1,9,6,4,9,5,4,2,4,8,7,8,0
8244,269,11,350,248,17,10,13,7,11,1,Columbia,17137,Other,Other,Science,0,35,43,4,5,0,2,6,6,3,18,12,28618,1232,26846,3,6,60,85,5,17,96,41,10,9,6,6,7,5,2,6,5,5,7,6,1,2,2,1,4,1,5,2,1,3,1,0,0.7623027890099794,1,8,9,8,1,5,8,9,2,10,10,5,7,8,6,9,8,0
8245,456,104,104,277,15,13,3,15,10,2,Columbia,14570,Business,TX,Business,1,23,42,2,3,0,2,2,7,4,4,6,72378,1200,33857,8,8,17,55,87,39,64,72,3,5,2,4,1,3,4,3,7,6,4,5,2,1,4,4,1,3,6,1,1,3,0,0,-0.126207475036328,10,3,6,4,8,5,4,1,3,7,7,4,10,7,3,5,6,0
8246,368,241,47,463,11,5,14,16,10,2,Other,17391,Arts,Other,Science,0,40,27,5,4,0,3,3,4,3,3,9,27207,1289,24048,5,2,12,2,60,43,79,35,9,10,9,6,10,9,5,5,7,9,7,8,10,2,10,4,5,6,9,8,8,9,1,1,-0.8522470404289682,4,9,2,1,3,1,8,5,8,10,10,5,3,9,9,3,1,1
8247,163,74,392,467,15,9,2,13,10,1,NYU,18934,Medicine,TX,Medicine,1,31,25,4,6,0,4,5,6,2,7,6,67547,1238,23653,10,9,69,22,33,78,93,62,6,2,8,8,4,7,3,10,4,7,5,2,1,2,4,6,10,5,2,1,2,1,0,0,0.8263980558380584,2,7,3,2,10,6,6,9,7,6,10,4,9,3,8,8,4,0
8248,296,276,367,157,2,10,5,11,5,2,NYU,16767,Medicine,TX,Medicine,1,40,29,5,1,0,2,4,2,1,16,9,84074,1311,58282,5,3,26,61,84,89,3,36,3,8,5,7,9,1,6,3,7,2,1,5,5,1,3,4,4,5,7,1,2,4,0,1,-0.009472196841030955,4,2,8,9,5,10,2,5,8,2,10,6,9,2,5,10,7,0
8249,303,33,240,396,17,12,9,13,11,2,NYU,15676,Science,TX,Medicine,0,20,39,1,4,0,10,4,5,3,2,15,24241,844,27575,9,9,40,51,36,25,15,8,7,2,5,6,7,10,8,6,7,5,5,10,8,1,10,9,5,6,5,6,10,7,1,1,0.2262995661660061,2,5,1,5,2,5,9,8,9,3,9,1,6,7,10,7,1,1
8250,426,7,46,54,5,12,15,18,12,1,NYU,13454,Business,Other,Law,1,24,43,4,4,1,10,6,4,2,2,14,65987,1322,58188,8,4,5,76,34,91,25,52,6,9,2,3,9,3,2,1,6,5,3,1,5,2,1,2,1,2,7,6,1,3,0,0,-0.1380137401725341,4,8,9,10,3,7,1,4,10,3,4,5,4,8,6,10,8,0
8251,422,249,489,179,4,3,1,5,3,2,Columbia,16131,Law,NY,Business,0,32,44,4,4,1,8,5,7,2,1,9,93534,1576,19960,6,7,23,58,9,57,57,84,1,9,8,8,10,10,5,5,9,4,7,7,8,2,10,5,4,8,4,7,7,7,1,1,0.1461196393257027,10,5,4,8,3,4,6,7,5,9,10,3,9,4,7,5,9,1
8252,389,224,240,408,20,11,5,13,12,1,NYU,11699,Other,CA,Medicine,0,38,20,6,1,0,10,1,6,6,10,1,135493,1214,50448,4,9,76,65,30,86,44,35,2,10,1,10,6,6,5,6,4,4,6,2,1,1,2,5,8,1,6,4,3,3,0,0,0.1529463829014852,10,6,8,9,1,3,1,8,9,9,8,5,2,3,1,1,5,0
8253,454,281,9,332,10,2,10,2,10,2,NYU,17081,Science,CA,Business,1,41,44,2,2,1,6,4,1,6,18,7,70090,970,11365,2,4,93,2,84,17,60,16,10,5,10,4,2,7,8,7,7,8,6,7,8,1,6,8,8,6,7,5,7,7,1,1,0.26356880603579147,4,10,7,7,8,10,10,8,3,2,8,9,4,5,10,6,3,1
8254,355,80,401,167,6,4,5,15,7,1,Columbia,11899,Science,NY,Science,1,33,35,2,6,0,6,5,6,1,5,4,74768,1052,48193,4,5,59,78,15,73,100,84,6,3,7,4,7,4,5,8,6,1,1,3,3,2,6,2,9,1,6,2,5,3,0,0,-0.49507204027409024,8,4,4,6,1,3,5,10,4,4,10,7,5,8,2,5,7,0
8255,274,81,327,407,3,9,15,5,1,1,NYU,17616,Medicine,CA,Medicine,1,33,40,1,5,0,2,5,5,2,16,11,96327,1372,26391,1,6,38,28,57,74,87,57,2,6,7,5,8,6,4,4,2,6,2,6,3,1,3,4,8,1,2,1,5,2,0,0,-0.1719866956562981,8,9,9,6,3,2,1,3,9,10,4,10,9,6,9,8,1,0
8256,477,72,320,398,17,2,1,9,5,1,Other,14933,Arts,CA,Business,1,25,25,5,3,0,5,5,4,4,9,12,28616,1546,34538,3,5,61,2,95,47,16,53,8,3,3,5,10,1,1,7,5,6,7,1,1,2,3,3,9,3,3,1,2,3,0,0,-0.5656060379712737,5,3,9,8,7,7,9,2,6,6,7,10,9,9,3,5,2,0
8257,130,114,255,468,6,10,7,2,12,1,Columbia,16802,Law,TX,Other,0,24,43,3,6,0,3,3,7,5,13,8,25870,1199,52706,7,6,16,29,49,64,41,13,10,6,8,5,1,2,2,2,3,3,6,4,1,1,6,3,5,4,1,1,4,2,1,0,0.8570913113043837,10,6,6,3,9,7,3,6,3,2,8,5,3,4,5,10,6,0
8258,196,190,200,186,1,8,6,19,8,2,Columbia,10063,Medicine,TX,Arts,0,23,18,2,6,0,4,3,6,5,12,7,127575,1193,44280,3,2,1,31,14,33,78,89,2,10,9,1,1,4,4,1,2,5,5,2,5,1,5,6,9,5,5,1,2,1,1,0,0.9060983171724633,2,3,9,4,7,3,4,1,6,5,1,3,2,6,7,9,3,0
8259,164,55,221,266,9,12,1,3,4,1,NYU,12594,Other,CA,Other,1,19,31,5,2,0,2,5,7,6,5,2,108946,874,53442,6,9,8,66,71,12,87,26,6,1,10,2,2,6,6,5,10,6,6,8,8,2,7,6,6,10,6,7,8,7,1,1,0.2194911906576349,2,6,2,4,10,4,10,7,1,2,2,3,8,9,3,7,1,1
