gender,age,age_o,race,race_o,samerace,imprace,goal,date,go_out,field_cd,career_c,income,mn_sat,tuition,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,match
1,28,40,1,2,0,7,3,4,7,15,4,26252.95,1130,40737.0,10,5,5,18,21,48,62,37,8,1,9,2,7,7,3,9,3,3,10,10,10,3,2,9,9,8,9,5,10,7,0
0,39,25,3,3,1,5,5,4,2,2,2,29013.0,1430,43151.0,6,2,47,78,59,33,47,54,7,10,3,1,7,6,3,8,9,3,3,10,1,3,4,5,3,5,10,8,5,5,0
0,38,19,6,6,1,10,2,2,6,15,2,26252.95,1123,21460.0,3,3,96,89,16,80,46,67,4,4,10,1,2,9,5,3,6,8,9,4,4,5,2,7,6,3,6,3,4,7,1
1,19,32,5,6,0,9,4,2,5,12,13,38655.0,938,15533.0,4,9,65,22,44,91,5,75,5,9,3,10,2,2,5,9,2,5,3,4,2,3,5,5,4,8,1,8,1,4,0
1,22,40,1,2,0,2,2,4,6,4,1,73410.0,1127,26350.0,3,3,96,67,48,81,82,4,1,8,10,8,1,5,6,5,10,6,5,6,7,9,10,4,8,3,7,6,10,2,0
1,30,39,2,5,0,4,5,3,6,11,13,67693.0,1350,46328.0,4,7,7,4,95,85,95,85,6,2,9,9,3,10,9,4,6,3,4,8,7,2,5,3,8,8,3,1,1,5,0
0,38,26,4,2,0,4,1,3,4,3,14,103728.0,970,20569.0,7,8,15,44,68,77,95,76,5,1,2,4,7,10,8,2,5,8,10,10,7,7,1,2,8,1,1,5,4,5,0
0,31,32,1,3,0,5,2,5,4,3,4,142991.0,1330,50066.0,3,4,50,25,64,67,20,4,2,1,9,9,3,3,4,6,5,10,6,8,3,6,4,10,9,3,8,1,5,9,1
0,26,25,2,5,0,5,3,1,3,4,13,49957.0,1254,40903.0,10,9,8,77,36,59,79,4,6,6,4,10,7,8,9,1,4,10,7,4,6,6,2,1,8,2,5,1,7,8,0
0,34,33,3,2,0,3,5,3,2,16,2,86603.0,1288,40760.0,6,1,4,30,35,37,21,15,7,2,2,4,7,8,1,5,4,7,6,4,3,10,9,6,6,10,6,5,6,6,0
0,32,43,3,3,1,2,4,1,5,17,2,79108.0,1404,52508.0,8,1,67,81,66,51,11,61,5,4,2,7,2,5,2,2,9,10,4,10,5,9,8,4,3,5,3,8,5,3,1
0,38,31,4,4,1,6,2,7,1,12,5,60959.0,886,28875.0,1,1,15,81,64,23,5,58,2,9,10,4,1,3,2,2,7,7,3,8,6,3,3,1,2,1,6,10,1,9,0
1,24,32,6,4,0,5,3,7,6,5,12,54036.0,934,40878.0,5,8,71,63,22,34,21,89,8,9,5,8,7,9,2,8,8,7,2,7,3,10,7,6,3,9,2,8,5,9,0
1,43,37,3,3,1,10,6,3,4,7,2,68619.0,1559,13909.0,5,7,63,31,35,64,26,75,10,6,8,4,4,1,9,2,2,2,2,4,5,7,9,4,6,7,9,9,4,1,1
0,39,30,2,2,1,8,4,6,1,2,10,43252.0,1559,43796.0,2,2,4,59,20,75,53,96,8,7,2,8,2,9,9,6,6,9,2,8,7,6,1,7,1,3,10,1,3,4,0
1,39,26,5,6,0,8,2,1,5,9,10,46556.0,1163,40178.0,3,9,91,15,87,69,75,44,6,1,4,5,2,4,10,3,10,2,7,8,9,6,2,6,1,7,8,10,2,1,0
1,29,19,1,1,1,3,5,2,3,14,9,126762.0,1559,46364.0,3,4,93,86,75,50,87,89,8,8,2,1,6,3,6,7,1,5,5,8,5,4,7,8,10,9,4,10,2,3,0
0,40,43,4,1,0,6,1,7,6,14,6,60834.0,1320,57566.3,10,9,33,90,54,4,56,52,4,8,5,2,8,8,4,9,5,7,10,6,6,9,10,8,8,8,8,6,1,10,0
0,23,23,2,3,0,5,6,7,7,16,14,74674.0,1178,35518.0,7,8,30,94,46,68,48,51,8,6,1,9,5,4,8,9,9,10,1,7,4,2,6,7,8,8,3,8,5,1,1
1,38,25,2,5,0,10,1,4,1,5,15,49743.0,1153,34608.0,8,5,78,35,4,32,70,87,2,8,7,10,5,6,6,1,2,5,7,8,3,3,4,1,2,5,5,6,6,9,0
0,33,43,2,1,0,7,3,4,2,14,7,79060.0,1211,31909.0,6,6,6,16,42,11,50,45,7,5,5,10,6,8,3,3,1,2,10,4,1,5,4,9,7,4,7,4,8,3,0
0,43,43,4,5,0,2,2,1,1,5,10,113964.0,837,48375.0,1,7,94,84,8,42,66,24,3,8,8,8,5,5,5,3,6,3,1,8,5,8,5,9,9,4,6,9,9,8,0
1,22,37,4,2,0,1,6,2,5,17,13,41017.0,869,36409.0,6,5,43,23,9,89,47,33,6,3,4,10,2,5,2,3,1,6,1,6,6,9,7,1,8,8,2,3,5,10,0
0,26,35,4,5,0,5,4,4,1,6,14,26252.95,1559,12502.4,3,9,4,67,19,18,71,67,4,1,7,8,8,2,10,1,5,10,10,1,3,3,8,3,8,6,2,3,6,8,0
1,31,43,2,5,0,1,6,4,2,9,2,62642.0,1498,20520.0,4,8,51,58,85,49,42,34,1,2,7,7,5,4,5,4,7,5,3,4,3,10,10,8,5,9,1,1,8,5,0
1,25,35,5,4,0,10,2,5,3,17,6,26252.95,947,54203.0,5,8,56,4,22,80,45,14,10,9,7,5,9,6,2,8,7,7,6,8,9,3,8,2,2,4,4,6,9,8,0
1,31,43,4,2,0,7,3,6,6,1,14,125930.0,1377,13317.0,6,7,4,7,64,38,45,64,6,5,5,9,3,2,3,7,8,4,9,6,10,5,5,7,5,3,2,10,2,1,0
1,29,34,6,5,0,9,6,6,3,7,8,74325.0,1256,28697.0,2,2,76,20,26,39,23,35,3,2,10,3,8,10,7,6,1,3,6,6,4,9,7,8,10,2,2,8,3,7,0
1,27,38,6,6,1,4,4,7,1,7,14,46764.0,1141,13981.0,10,1,43,75,80,4,79,70,3,5,8,4,7,7,1,2,4,10,9,9,10,2,9,7,4,3,6,8,7,4,0
0,37,33,4,2,0,4,4,3,5,18,12,67996.0,837,45010.0,5,1,82,4,64,9,85,64,2,5,7,7,9,2,1,7,8,7,9,8,1,10,10,7,9,9,9,6,9,3,0
0,37,30,4,5,0,9,2,6,1,2,8,114551.0,1413,36281.0,6,9,46,95,84,4,10,9,7,6,2,10,8,1,6,1,5,8,2,7,4,2,8,1,1,7,1,2,3,1,0
0,43,39,4,3,0,8,1,2,5,9,7,67114.0,972,51240.0,2,6,96,24,89,25,73,72,3,2,6,3,3,10,5,4,5,6,4,2,7,1,6,7,8,7,5,3,10,1,0
0,38,21,5,2,0,10,1,7,3,14,6,38196.0,897,21770.0,8,2,47,5,91,20,62,11,4,7,3,2,2,6,3,6,1,1,3,2,8,8,10,6,2,2,8,3,7,9,0
1,30,21,4,3,0,4,6,1,3,6,15,79244.0,978,35583.0,2,8,4,57,52,13,32,62,10,9,5,8,6,5,8,7,5,10,3,1,3,2,6,3,2,2,5,7,8,4,0
1,36,38,5,1,0,2,3,2,4,16,14,43673.0,939,36483.0,1,7,39,4,31,70,73,51,3,8,1,3,1,4,2,7,3,10,3,4,7,1,6,9,2,1,5,3,1,2,0
0,32,31,5,1,0,10,4,2,2,1,9,90617.0,892,40403.0,5,2,37,84,43,96,17,35,10,1,7,6,8,5,3,7,2,3,10,10,6,6,9,8,9,3,7,1,4,1,0
1,25,22,2,5,0,4,1,5,1,5,17,140684.0,981,22342.0,6,4,58,27,88,5,66,89,3,5,1,3,2,1,2,3,2,10,9,10,9,9,10,8,10,3,3,3,2,7,0
0,40,33,5,6,0,10,1,5,2,17,17,86549.0,1159,20029.0,6,2,94,40,38,75,76,27,1,3,4,9,5,1,1,5,10,4,8,10,1,4,3,9,1,5,6,2,6,3,0
0,38,31,3,4,0,10,4,2,1,4,17,32865.0,1247,23730.0,2,6,58,95,60,90,30,96,7,1,2,10,5,4,8,3,3,1,6,2,2,6,4,2,1,4,1,5,6,8,0
0,27,31,6,3,0,5,6,2,5,6,15,136388.0,885,22741.0,5,9,77,5,53,78,95,24,10,7,10,6,6,3,6,9,3,3,10,2,2,5,2,5,9,5,8,1,3,10,0
1,20,31,4,2,0,5,2,7,3,12,3,37584.0,852,28492.0,6,7,30,35,7,23,26,60,7,6,10,4,6,3,3,1,5,2,10,7,7,1,10,1,7,10,3,7,5,1,0
1,38,42,2,5,0,3,3,2,5,15,10,105792.0,1162,25011.0,1,9,84,36,66,26,9,96,6,1,2,8,3,3,5,6,6,4,10,4,6,7,8,6,4,4,2,8,8,7,0
1,20,41,3,5,0,9,4,3,1,4,5,28819.0,1400,14372.0,7,7,27,21,90,96,48,34,5,3,9,7,6,10,10,9,10,5,1,3,6,5,3,8,2,7,3,10,7,4,0
1,43,42,3,1,0,7,6,5,3,17,15,99963.0,1429,44670.0,7,9,38,23,26,53,60,8,8,1,3,2,3,8,7,10,3,3,10,4,10,3,7,1,3,4,9,4,9,2,0
0,22,31,6,5,0,3,5,1,3,3,3,124080.0,856,56195.0,4,1,75,95,64,74,84,50,5,2,1,9,6,6,3,8,6,2,2,2,6,3,2,1,1,7,4,3,8,4,0
1,33,36,1,2,0,2,4,2,7,2,6,103788.0,1241,39183.0,5,6,39,80,39,45,72,9,5,8,6,5,3,6,3,9,6,8,10,8,1,4,3,3,7,1,8,1,4,3,0
1,34,20,1,2,0,1,3,2,4,9,8,108170.0,1422,35028.0,6,3,65,15,56,95,91,93,6,10,7,9,2,2,5,6,2,3,4,7,7,1,2,4,10,5,6,9,4,5,0
1,23,34,5,4,0,10,3,1,3,14,12,103653.0,1244,57566.3,9,2,44,45,50,20,9,5,5,4,4,9,6,9,1,3,3,3,9,10,10,2,7,5,8,7,7,2,8,10,1
0,43,31,5,2,0,2,3,7,6,5,1,132132.0,1259,57566.3,7,5,67,58,34,8,78,4,4,5,7,8,7,5,8,5,6,10,5,9,1,7,9,10,10,4,10,5,1,2,0
0,37,27,5,6,0,7,4,6,6,13,1,119184.0,1007,46457.0,10,2,58,94,88,7,21,59,7,2,8,3,5,8,2,10,7,3,8,2,4,8,4,2,10,9,8,3,8,9,0
1,37,30,1,6,0,4,2,7,4,16,4,99163.0,1559,57566.3,10,3,85,36,35,56,46,8,5,6,6,5,5,10,5,1,1,7,4,5,2,1,5,3,3,4,3,7,1,7,0
1,33,39,1,1,1,6,6,1,2,18,15,50170.0,1282,36980.0,2,2,33,67,67,93,25,96,4,1,4,9,1,1,6,7,5,4,1,6,4,7,2,2,6,6,4,4,8,3,1
1,41,21,4,5,0,8,3,3,5,1,6,61625.0,1121,50260.0,2,1,83,67,88,80,84,75,8,9,2,1,10,8,6,8,4,7,3,9,10,5,9,2,1,7,10,7,6,10,0
1,19,28,1,6,0,10,6,6,1,2,1,36609.0,837,49195.0,7,9,84,42,54,15,21,15,8,5,4,4,7,5,6,10,2,4,4,5,2,10,9,5,2,7,5,1,10,4,0
0,37,32,5,4,0,8,3,5,5,13,13,68933.0,927,42762.0,2,7,24,84,45,96,76,35,2,1,7,2,7,2,6,2,10,7,7,7,2,9,6,10,6,10,4,2,8,1,0
1,32,32,3,3,1,5,2,2,2,17,5,134507.0,1212,39291.0,5,5,79,9,46,4,72,5,4,4,3,6,3,10,7,7,1,8,3,7,5,10,10,4,5,9,5,8,3,1,0
1,35,41,4,3,0,6,4,1,1,7,16,55158.0,1353,51332.0,8,9,31,15,15,78,95,4,1,6,9,8,3,4,10,1,9,9,9,8,2,9,5,10,5,9,1,5,1,8,0
1,19,19,4,5,0,10,3,7,6,13,11,106056.0,1559,39345.0,1,2,4,90,10,81,66,91,1,6,10,7,8,8,9,1,10,7,5,7,10,4,6,6,7,1,4,7,5,10,0
0,43,28,3,4,0,1,3,4,4,7,2,79820.0,837,23383.0,9,2,14,73,96,96,74,63,6,8,3,4,9,4,7,9,1,7,6,4,8,9,2,1,7,2,2,3,6,3,0
0,36,19,6,6,1,8,5,6,3,3,6,26252.95,1249,22523.0,9,4,53,95,78,72,64,82,4,4,1,4,1,10,5,9,8,3,6,1,10,3,8,9,1,4,3,5,3,5,0
1,29,40,4,3,0,7,6,3,1,1,13,47810.0,974,43141.0,10,2,74,52,22,83,77,44,8,2,7,9,1,6,4,10,7,5,9,7,4,2,9,4,4,8,10,7,2,3,0
1,25,22,4,2,0,5,6,7,1,16,13,44657.0,964,38445.0,1,7,89,63,34,85,35,34,8,4,1,5,4,1,1,1,9,7,10,4,3,9,2,10,2,4,9,4,8,5,0
1,23,30,6,1,0,10,6,5,7,13,7,47712.0,1323,33640.0,10,8,21,41,27,89,21,49,2,10,7,10,1,4,9,4,3,9,9,8,1,10,2,8,7,1,3,9,9,10,0
1,29,19,3,5,0,6,3,7,2,15,14,31104.0,912,57566.3,3,3,59,82,96,45,33,9,5,4,5,10,2,7,7,5,3,3,3,5,6,7,10,2,8,4,6,10,4,4,0
1,24,24,1,2,0,7,3,5,4,18,11,74775.0,1347,34823.0,5,4,96,46,33,43,82,83,8,7,6,4,1,7,4,9,5,9,3,8,7,3,7,2,2,2,5,6,10,8,0
0,35,24,4,2,0,2,6,1,5,8,12,48479.0,1519,28667.0,5,6,63,71,32,56,37,4,7,1,8,4,5,9,7,8,3,9,8,2,7,4,2,9,8,6,9,3,9,1,0
0,39,27,2,2,1,6,3,7,2,16,11,105044.0,1063,12502.4,8,8,69,95,77,28,49,60,10,1,4,3,2,9,8,1,10,1,2,6,5,6,5,9,10,3,5,6,2,10,0
0,31,23,1,3,0,1,6,2,2,7,3,104965.0,1530,55524.0,7,7,74,61,9,56,65,75,2,8,3,6,6,5,10,1,1,3,7,7,5,10,9,5,2,10,2,4,3,5,0
1,25,37,6,1,0,1,6,4,5,18,3,143471.34999999998,911,21162.0,6,1,4,36,71,94,66,53,2,7,1,4,1,2,10,3,6,1,4,1,8,3,3,6,1,10,4,7,10,7,0
0,41,29,2,6,0,5,6,4,6,16,11,39415.0,1435,57566.3,1,1,45,81,12,73,31,90,1,9,3,5,2,9,8,6,2,3,3,5,4,4,6,6,4,1,9,9,7,5,1
0,37,30,2,2,1,1,2,6,5,17,6,37764.0,1499,29831.0,1,4,75,16,96,57,62,56,6,5,3,10,2,3,10,10,10,4,1,5,10,7,6,10,2,8,9,2,6,8,1
0,39,41,1,5,0,2,3,4,6,13,14,50470.0,1172,35888.0,8,4,31,88,18,53,71,53,9,3,3,8,1,4,2,2,9,2,5,1,10,5,5,2,6,7,9,10,5,9,1
1,31,28,4,2,0,3,1,3,3,10,9,108549.0,1559,17280.0,7,6,70,57,19,95,95,57,2,5,1,8,8,10,7,5,9,10,6,4,10,9,7,2,2,10,4,6,7,1,0
1,22,35,5,4,0,7,5,7,4,8,13,114826.0,837,35861.0,5,7,4,23,88,16,7,82,5,3,5,5,3,6,9,6,4,7,8,8,2,8,5,8,2,10,6,7,6,1,0
0,26,19,3,1,0,3,3,1,2,5,14,78339.0,1177,57566.3,5,6,22,45,40,24,64,96,6,3,5,6,6,4,10,10,5,6,7,4,4,9,6,5,5,10,2,8,6,7,0
1,25,33,1,6,0,4,3,1,5,15,15,140206.0,1123,12502.4,8,7,85,28,58,50,41,67,3,6,2,7,2,4,7,5,10,8,6,7,1,5,7,7,1,7,9,9,2,9,1
0,19,19,5,3,0,8,4,1,7,17,3,121576.0,1252,36424.0,6,1,61,60,9,69,32,17,4,5,1,8,1,8,9,2,10,8,10,6,2,4,9,2,1,2,4,9,5,3,0
0,33,36,5,6,0,3,3,3,2,17,3,88374.0,1125,24172.0,2,5,66,54,47,19,5,47,2,5,8,4,4,1,3,9,3,3,5,10,5,8,10,9,2,2,7,10,7,2,0
0,30,23,5,6,0,6,6,7,2,18,17,71889.0,1201,16156.0,4,8,66,63,80,94,86,81,6,5,3,1,6,7,1,8,8,7,7,5,8,6,3,1,1,2,1,10,5,6,0
0,24,19,6,4,0,4,5,4,3,6,1,69126.0,1148,16174.0,6,9,8,33,68,54,5,82,2,3,9,2,9,3,8,4,7,8,6,4,4,9,3,6,2,10,1,1,9,1,1
1,33,28,3,5,0,10,2,6,6,13,8,50525.0,878,45957.0,9,4,16,36,81,11,80,82,7,9,5,2,3,6,5,2,8,7,6,10,6,8,5,8,9,6,7,3,1,1,0
1,24,35,2,3,0,6,1,2,2,10,17,143471.34999999998,1222,47125.0,7,7,8,55,5,69,32,73,6,5,10,9,7,3,9,7,4,7,2,3,8,6,2,7,4,4,10,7,1,2,0
1,43,27,2,2,1,9,6,5,3,12,14,123799.0,1309,44527.0,7,6,71,92,12,44,55,16,1,3,5,3,9,2,4,1,4,7,3,3,7,9,3,3,2,4,4,5,5,2,0
1,31,35,5,6,0,5,6,5,7,8,16,136392.0,1102,33249.0,3,1,90,26,48,4,67,8,8,2,10,10,7,9,2,2,4,7,4,10,8,10,6,3,8,5,2,8,4,3,0
0,31,19,3,1,0,7,4,4,4,1,17,86370.0,843,44304.0,9,6,58,53,11,83,62,90,7,8,1,1,2,2,5,1,7,9,4,8,2,1,8,2,8,1,3,8,2,6,0
1,29,36,6,4,0,6,6,5,5,5,11,104448.0,1347,39277.0,9,9,92,6,74,17,30,87,3,3,4,10,6,5,7,10,1,3,5,8,9,9,6,6,4,7,4,7,5,2,0
0,19,33,1,3,0,3,3,3,3,3,12,58890.0,1094,53216.0,4,4,53,20,37,24,87,29,10,7,9,2,1,5,6,3,9,4,1,9,8,9,3,9,7,8,7,4,3,7,0
1,19,43,6,1,0,5,3,7,2,4,3,99107.0,1114,12502.4,7,9,85,57,45,82,88,6,10,1,6,4,1,9,3,3,1,7,4,8,10,9,6,3,9,1,9,10,6,9,0
1,29,24,6,6,1,2,3,7,5,2,7,86822.0,1008,57566.3,9,3,96,68,48,89,56,47,9,10,5,10,9,10,10,6,7,5,2,2,3,4,4,3,9,5,4,6,5,7,1
1,37,32,6,2,0,3,3,3,7,13,16,132941.0,1352,17688.0,6,6,80,69,31,55,18,48,8,8,6,3,9,1,3,4,4,1,3,8,6,2,10,4,8,6,2,10,8,10,0
0,38,19,5,3,0,4,2,7,5,16,7,40569.0,1482,22766.0,5,8,38,32,62,95,62,96,1,10,3,2,9,4,10,7,1,9,1,7,3,8,10,2,10,4,4,2,10,2,0
0,32,40,2,6,0,7,6,4,4,6,15,125166.0,1353,42639.0,10,5,96,59,7,81,95,66,7,1,1,10,6,1,1,3,6,9,8,8,6,9,9,7,6,2,9,1,7,8,0
0,21,38,4,1,0,6,5,2,1,16,11,90782.0,998,41848.0,2,2,79,58,96,5,10,38,2,2,4,2,8,4,5,3,2,5,10,3,9,6,8,5,5,3,4,6,3,4,0
0,24,26,4,3,0,7,4,2,7,4,14,89755.0,905,12502.4,2,6,20,8,73,92,80,13,6,7,1,4,5,2,9,8,9,6,9,5,7,9,5,5,2,10,8,5,8,6,1
1,33,19,3,6,0,3,5,4,3,14,16,135303.0,837,32304.0,3,2,62,52,8,8,72,96,6,10,10,9,4,10,10,2,5,8,6,6,5,7,3,2,3,10,8,10,8,9,0
0,20,34,3,6,0,3,2,4,5,11,6,49017.0,1299,14224.0,7,4,12,58,84,56,52,28,9,5,8,7,4,1,5,8,2,4,8,4,2,2,9,8,6,5,10,4,6,9,0
0,24,42,2,5,0,7,1,7,7,13,10,64542.0,1381,26974.0,9,2,54,16,63,65,22,59,4,1,1,8,8,9,4,5,4,6,9,4,1,6,4,6,8,2,10,2,2,2,0
1,41,41,1,3,0,2,3,4,4,5,14,111360.0,1484,57566.3,10,8,91,20,96,73,51,96,5,2,1,8,8,1,8,8,3,3,4,1,5,3,3,7,4,1,2,9,4,6,1
1,39,27,1,1,1,5,5,3,5,10,5,49776.0,1162,46627.0,5,1,33,81,43,88,60,70,1,10,8,5,4,2,4,9,3,10,6,2,7,7,2,6,1,9,1,4,8,4,0
0,23,23,2,5,0,9,2,4,2,17,16,30376.0,1462,21479.0,4,9,50,69,4,37,92,96,10,6,3,1,8,1,5,5,8,8,4,2,2,2,2,8,6,9,10,3,2,9,0
1,33,22,6,4,0,2,2,1,4,4,5,77111.0,1123,40439.0,5,4,96,55,88,41,89,33,5,3,3,10,5,4,8,6,5,7,9,7,9,8,5,5,3,3,6,7,3,9,0
0,41,25,6,4,0,8,3,6,1,17,15,26484.0,1290,46719.0,4,2,42,62,61,45,28,41,3,3,2,2,8,8,10,3,5,6,2,9,1,7,7,9,4,6,2,7,3,6,0
1,25,25,3,6,0,10,6,7,6,10,11,143471.34999999998,866,36602.0,9,7,40,82,29,77,56,96,3,1,1,8,3,7,10,4,9,6,9,6,10,1,7,6,10,2,5,5,6,9,0
0,40,22,6,3,0,1,3,6,7,15,12,84709.0,1427,40798.0,8,7,38,62,25,48,42,58,4,8,7,8,1,7,2,5,7,3,5,6,4,5,2,3,2,2,1,3,3,3,1
0,39,29,2,3,0,10,6,7,6,18,9,43362.0,1115,41664.0,6,4,20,18,14,4,37,76,4,10,9,9,1,4,6,2,8,1,3,8,7,2,2,2,6,2,3,1,3,1,0
0,23,24,5,1,0,8,1,5,7,5,16,64496.0,1205,23239.0,7,8,45,7,60,32,64,96,2,2,8,5,5,10,1,10,8,4,3,5,9,2,3,9,5,5,8,10,2,1,0
0,27,30,2,2,1,6,5,6,2,2,5,129310.0,837,19325.0,10,1,53,95,50,95,84,68,3,6,7,7,5,5,9,4,5,4,6,6,1,4,1,3,10,5,6,4,6,8,0
0,33,30,6,3,0,6,2,6,3,9,6,26252.95,1511,47678.0,3,9,81,82,39,59,42,76,6,10,2,8,6,4,10,3,9,9,10,7,6,2,7,5,9,2,2,6,5,10,0
1,28,34,1,6,0,8,1,7,3,12,6,42927.0,1488,41919.0,3,2,32,18,63,77,71,17,5,5,8,2,6,5,3,3,5,4,3,4,3,8,4,1,10,5,10,7,5,9,1
0,30,21,2,1,0,4,4,6,3,8,10,106888.0,1411,48796.0,7,3,62,35,69,64,66,15,3,9,3,4,5,5,1,5,1,7,9,9,8,4,3,8,4,3,5,10,4,6,0
0,23,35,6,4,0,3,5,4,6,3,9,71903.0,1161,39900.0,3,8,91,78,4,45,91,63,1,3,10,4,6,2,1,1,6,10,8,5,7,8,3,1,4,6,10,6,9,4,1
0,41,27,5,1,0,5,2,6,6,13,11,107899.0,1314,47313.0,6,3,65,26,23,52,10,67,5,10,6,3,6,5,8,2,6,8,9,5,8,9,4,6,8,9,10,2,10,2,0
0,19,20,3,4,0,3,6,4,1,8,2,36241.0,1363,50973.0,1,9,52,49,69,29,16,91,9,7,4,8,3,8,9,2,3,7,8,1,7,2,5,7,7,2,7,4,9,4,0
0,38,29,2,6,0,6,6,2,1,17,9,74924.0,1559,43210.0,5,6,17,5,21,71,13,24,1,5,3,8,2,3,8,1,10,9,8,6,8,3,6,1,6,10,8,6,4,7,0
1,36,19,5,2,0,3,3,3,6,15,16,119919.0,1228,41883.0,8,7,57,88,15,19,28,4,9,10,7,2,2,10,7,6,2,6,7,2,6,10,1,2,4,2,7,3,4,10,0
1,29,43,6,6,1,7,3,3,1,3,4,91055.0,873,42933.0,6,3,24,30,21,17,14,45,8,2,8,4,6,6,5,2,10,7,3,9,5,4,2,5,2,6,8,4,2,10,0
0,41,28,5,2,0,6,4,7,5,14,14,124566.0,837,40650.0,10,8,77,23,90,56,58,96,9,3,2,2,1,9,5,1,6,6,8,8,9,9,1,1,2,7,9,4,8,2,0
1,43,35,5,3,0,5,1,6,5,3,17,26252.95,1161,57566.3,8,1,8,22,85,65,5,11,1,1,6,1,3,4,1,10,2,7,3,9,10,7,7,9,9,2,2,8,2,2,0
0,23,30,4,6,0,10,3,2,7,1,7,111025.0,1349,31742.0,1,8,29,63,30,48,78,41,10,6,7,3,2,8,2,9,2,6,7,8,6,1,5,6,10,7,2,3,4,10,0
1,35,34,2,5,0,3,6,5,6,1,6,44309.0,1556,13528.0,3,5,75,45,17,67,71,32,1,8,2,4,1,6,9,4,9,1,9,9,8,5,9,1,4,1,10,5,3,2,0
1,30,25,5,5,1,7,6,1,7,14,11,28967.0,837,28828.0,10,5,4,95,22,9,84,62,1,8,5,7,4,8,6,10,10,2,2,9,6,10,10,6,5,7,5,1,1,8,0
0,24,37,4,6,0,3,6,4,7,13,1,125826.0,1558,53242.0,4,9,52,94,20,64,16,55,2,9,8,8,2,10,6,7,2,4,9,5,1,2,7,2,5,9,4,6,4,7,0
1,40,36,6,1,0,1,5,5,2,5,14,111922.0,1501,23057.0,8,1,96,39,38,17,11,50,1,8,8,6,5,9,6,10,8,1,1,7,7,6,3,1,6,8,6,7,6,7,1
1,30,34,5,2,0,3,6,7,6,13,11,140024.0,1414,29045.0,8,3,96,11,6,15,45,57,10,2,6,5,4,9,6,2,6,1,3,4,8,6,10,7,5,8,10,9,10,6,0
0,38,19,1,3,0,8,2,2,5,1,15,106853.0,1360,57566.3,2,3,82,80,37,66,26,53,10,9,9,1,10,4,9,4,1,6,2,1,9,7,10,3,1,3,7,2,7,2,1
0,25,20,4,3,0,10,1,2,7,11,17,42020.0,1294,39168.0,4,1,69,48,48,53,39,17,10,8,2,2,4,5,8,2,3,2,1,6,9,9,6,6,8,1,5,7,2,1,0
1,38,20,4,3,0,4,1,3,7,2,1,138906.0,1040,12502.4,9,5,69,8,28,25,95,66,8,10,3,5,7,4,4,7,5,10,8,5,2,10,3,5,8,2,3,8,7,3,0
1,34,23,2,2,1,1,3,1,1,18,1,93057.0,967,18833.0,9,2,82,59,4,34,95,52,7,9,4,8,6,3,2,2,3,6,9,9,10,7,9,9,10,6,6,7,7,9,0
1,26,27,4,2,0,1,1,7,6,12,15,34965.0,1370,56063.0,8,1,71,86,94,10,5,88,4,4,3,6,2,6,7,4,10,3,3,4,4,5,8,7,4,1,5,6,5,9,0
0,37,41,5,2,0,2,6,5,4,10,1,62873.0,1489,45659.0,2,9,29,51,10,17,37,87,5,3,2,5,3,3,5,1,5,3,8,9,9,3,4,5,7,3,1,10,6,5,0
1,30,39,6,1,0,3,4,1,4,9,8,96299.0,892,47919.0,4,1,89,54,7,79,88,30,7,1,5,1,2,5,6,5,2,1,7,5,4,5,2,3,7,6,10,5,10,6,0
1,19,35,2,6,0,3,4,3,6,5,15,97097.0,961,23886.0,4,6,54,89,4,13,76,54,7,4,5,2,7,7,6,6,7,1,7,5,10,5,1,5,9,4,4,2,1,4,0
1,21,35,3,4,0,7,2,7,6,1,7,115914.0,1286,39573.0,3,5,35,59,66,79,23,87,2,6,1,4,1,6,2,4,8,8,3,7,10,6,2,2,2,2,3,1,7,5,0
0,42,31,4,6,0,4,4,6,3,6,13,26252.95,1359,37333.0,6,8,85,95,43,43,5,9,3,6,6,7,10,7,1,4,2,3,4,6,6,2,3,9,10,5,1,6,10,1,0
0,19,33,1,1,1,4,4,1,1,4,7,55871.0,1266,28679.0,6,7,57,32,21,54,57,49,6,7,4,6,8,2,10,10,1,1,3,3,2,3,2,4,7,5,2,3,2,7,0
0,21,24,5,5,1,10,3,1,1,6,17,55335.0,1290,56856.0,5,9,63,56,50,20,82,25,3,4,5,9,10,7,7,7,8,2,1,5,4,9,7,1,3,8,10,5,6,9,0
0,35,19,2,6,0,1,2,3,4,2,9,40401.0,837,16425.0,2,6,55,33,87,85,5,59,4,2,5,5,7,1,8,2,2,4,3,6,4,2,3,2,2,10,7,5,4,2,1
1,22,34,4,1,0,7,2,7,5,10,11,43034.0,1559,56605.0,3,7,83,49,4,82,69,9,7,8,3,3,5,5,9,7,8,5,7,5,7,1,7,8,6,3,7,4,7,6,0
0,36,40,3,1,0,1,3,5,6,7,2,26252.95,1418,41413.0,8,2,61,76,90,64,56,14,6,10,10,4,1,10,5,9,8,4,3,3,3,1,5,2,7,5,10,2,5,6,1
